date,depression,isPartial
2018-04-08,80,False
2018-04-15,86,False
2018-04-22,85,False
2018-04-29,86,False
2018-05-06,76,False
2018-05-13,73,False
2018-05-20,74,False
2018-05-27,59,False
2018-06-03,69,False
2018-06-10,72,False
2018-06-17,64,False
2018-06-24,65,False
2018-07-01,60,False
2018-07-08,57,False
2018-07-15,63,False
2018-07-22,59,False
2018-07-29,62,False
2018-08-05,64,False
2018-08-12,60,False
2018-08-19,56,False
2018-08-26,56,False
2018-09-02,66,False
2018-09-09,100,False
2018-09-16,73,False
2018-09-23,71,False
2018-09-30,74,False
2018-10-07,71,False
2018-10-14,68,False
2018-10-21,77,False
2018-10-28,78,False
2018-11-04,79,False
2018-11-11,82,False
2018-11-18,59,False
2018-11-25,87,False
2018-12-02,88,False
2018-12-09,87,False
2018-12-16,67,False
2018-12-23,51,False
2018-12-30,55,False
2019-01-06,69,False
2019-01-13,76,False
2019-01-20,73,False
2019-01-27,77,False
2019-02-03,78,False
2019-02-10,79,False
2019-02-17,82,False
2019-02-24,78,False
2019-03-03,86,False
2019-03-10,68,False
2019-03-17,84,False
2019-03-24,88,False
2019-03-31,88,False
